"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
5.986026406E2,4.544448185E1,-7.377699023E1,1.813557444E1,1.211038780E1,3.129191895E2,2.719342232E0,1.624106050E0
5.996026666E2,4.544454873E1,-7.377710493E1,1.825183365E1,1.116327572E1,3.108635559E2,2.693692446E0,1.622660160E0
6.006026296E2,4.544460514E1,-7.377720786E1,1.841044998E1,9.326558113E0,3.094156799E2,2.681881428E0,1.622263789E0
6.016026446E2,4.544465053E1,-7.377729271E1,1.857988315E1,7.772057056E0,3.097234802E2,2.834852695E0,1.631783366E0
6.026026746E2,4.544468724E1,-7.377735953E1,1.857992279E1,5.709564686E0,3.099563904E2,2.950456142E0,1.650589228E0
6.036026916E2,4.544470954E1,-7.377739856E1,1.867010113E1,3.111820936E0,3.100403442E2,2.912150860E0,1.667953491E0
6.046027036E2,4.544472357E1,-7.377742298E1,1.856742439E1,2.800183058E0,3.100726929E2,2.901899338E0,1.680630684E0
6.056027206E2,4.544473481E1,-7.377744365E1,1.879803284E1,3.150320530E0,3.098676758E2,2.867873907E0,1.682598591E0
6.066027266E2,4.544475135E1,-7.377747400E1,1.908872926E1,4.460696697E0,3.096077271E2,2.870157719E0,1.667925000E0
6.076027506E2,4.544477835E1,-7.377752593E1,1.903237954E1,6.135382652E0,3.096187744E2,2.917056322E0,1.671646953E0
6.086027456E2,4.544481183E1,-7.377758703E1,1.874532224E1,5.992171288E0,3.096511841E2,2.985520124E0,1.678175092E0
6.096027596E2,4.544484660E1,-7.377765165E1,1.862948035E1,6.587895870E0,3.095444336E2,2.939706326E0,1.685492635E0
6.106027856E2,4.544488637E1,-7.377772352E1,1.870073772E1,8.069343567E0,3.094748230E2,2.934738874E0,1.690474272E0
6.116028636E2,4.544493576E1,-7.377781075E1,1.888221452E1,9.492306709E0,3.091387634E2,2.872570992E0,1.689733744E0
6.126027896E2,4.544499493E1,-7.377791520E1,1.914353227E1,1.077843285E1,3.089264832E2,2.849175692E0,1.689367414E0
6.136028456E2,4.544506021E1,-7.377803288E1,1.930293469E1,1.117562580E1,3.086042480E2,2.909573555E0,1.694818974E0
6.146028806E2,4.544512791E1,-7.377815167E1,1.910483490E1,1.131787968E1,3.085878296E2,2.974557877E0,1.698513627E0
6.156028306E2,4.544519694E1,-7.377827312E1,1.884987209E1,1.188637447E1,3.092202759E2,3.173078060E0,1.725515842E0
6.166028386E2,4.544526770E1,-7.377839724E1,1.903769522E1,1.221475124E1,3.098000183E2,3.239054918E0,1.749313712E0
6.176028746E2,4.544534178E1,-7.377852248E1,1.904442884E1,1.227752876E1,3.102732239E2,3.235033989E0,1.764149308E0
6.186028866E2,4.544541741E1,-7.377864574E1,1.881379601E1,1.218603420E1,3.109329834E2,3.264313698E0,1.779278040E0
6.196028916E2,4.544549325E1,-7.377876365E1,1.852407881E1,1.215411377E1,3.120983887E2,3.261483192E0,1.784027696E0
6.206028926E2,4.544557015E1,-7.377887636E1,1.824990402E1,1.197681904E1,3.137781067E2,3.339843035E0,1.785474062E0
6.216029196E2,4.544564888E1,-7.377898788E1,1.773092892E1,1.195560169E1,3.128097839E2,2.956702232E0,1.760383606E0
6.226029256E2,4.544572044E1,-7.377909700E1,1.759031785E1,1.205904865E1,3.100424194E2,3.015200615E0,1.738141179E0
6.236029356E2,4.544578786E1,-7.377921491E1,1.759082814E1,1.221477318E1,3.073808594E2,3.087812901E0,1.727284312E0
6.246029616E2,4.544585118E1,-7.377934210E1,1.769463781E1,1.242606258E1,3.055875244E2,2.895827770E0,1.713960409E0
6.256029676E2,4.544591692E1,-7.377947417E1,1.757889353E1,1.263643742E1,3.054358826E2,2.868012428E0,1.703829885E0
6.266029756E2,4.544598176E1,-7.377960898E1,1.742621205E1,1.252576923E1,3.052147827E2,2.853846073E0,1.700936913E0
6.276030216E2,4.544604513E1,-7.377974129E1,1.737252401E1,1.239128971E1,3.047296143E2,2.853470564E0,1.701509237E0
6.286030596E2,4.544610979E1,-7.377986952E1,1.732745968E1,1.234654999E1,3.044335632E2,2.770668745E0,1.696754217E0
6.296030216E2,4.544617412E1,-7.377999674E1,1.736574475E1,1.231018734E1,3.042279358E2,2.758785486E0,1.696307302E0
6.306030346E2,4.544623831E1,-7.378012655E1,1.744973760E1,1.227045441E1,3.039679871E2,2.743371725E0,1.688143611E0
6.316030456E2,4.544629848E1,-7.378025621E1,1.716046427E1,1.223071766E1,3.036781616E2,2.734736919E0,1.678857446E0
6.326031566E2,4.544635918E1,-7.378038599E1,1.693307244E1,1.219286633E1,3.033882751E2,2.729285240E0,1.675108433E0
6.336030896E2,4.544641943E1,-7.378051512E1,1.662250878E1,1.208924484E1,3.030111389E2,2.748071909E0,1.669491291E0
6.346031116E2,4.544648263E1,-7.378064773E1,1.639140645E1,1.187067223E1,3.024555054E2,2.763365984E0,1.659544945E0
6.356031376E2,4.544654272E1,-7.378077849E1,1.613838068E1,1.174702930E1,3.009013672E2,2.770875454E0,1.659847260E0
6.366031256E2,4.544659619E1,-7.378090895E1,1.620005776E1,1.167073345E1,2.986015320E2,2.763134480E0,1.662845254E0
6.376031506E2,4.544664609E1,-7.378104364E1,1.594109589E1,1.162446785E1,2.971348267E2,2.755344391E0,1.661947250E0
6.386031816E2,4.544669328E1,-7.378118044E1,1.569954488E1,1.161245537E1,2.957458191E2,2.762015343E0,1.666297078E0
6.396031696E2,4.544673753E1,-7.378132120E1,1.555213498E1,1.169573784E1,2.943135071E2,2.782255173E0,1.668050051E0
6.406031896E2,4.544678034E1,-7.378145947E1,1.522671917E1,1.140057945E1,2.922826233E2,2.912865639E0,1.683225989E0
6.416031886E2,4.544681618E1,-7.378159408E1,1.485280885E1,1.064172840E1,2.900392761E2,2.968307495E0,1.702126265E0
6.426032396E2,4.544684134E1,-7.378171414E1,1.454622774E1,9.051649094E0,2.872623596E2,3.057178974E0,1.720225215E0
6.436032176E2,4.544685856E1,-7.378180941E1,1.476435005E1,6.788137436E0,2.845419006E2,3.164318085E0,1.742861509E0
6.446032326E2,4.544686748E1,-7.378187013E1,1.476286366E1,3.994020224E0,2.825112610E2,3.084915638E0,1.756191373E0
6.456032706E2,4.544687206E1,-7.378190150E1,1.473967853E1,3.144697189E0,2.813388977E2,3.023706913E0,1.751055002E0
6.466033036E2,4.544687483E1,-7.378193014E1,1.489786921E1,3.235618353E0,2.808973999E2,3.020369053E0,1.751746297E0
6.476032706E2,4.544687684E1,-7.378197049E1,1.523999522E1,4.567922592E0,2.808415222E2,2.938726902E0,1.793062210E0
6.486032826E2,4.544688008E1,-7.378203213E1,1.599342748E1,6.081755161E0,2.811080933E2,2.892453432E0,1.790047288E0
6.496033316E2,4.544688754E1,-7.378211955E1,1.662128157E1,6.707778931E0,2.815835876E2,2.887169838E0,1.789181352E0
6.506033136E2,4.544689596E1,-7.378220599E1,1.723137726E1,6.773400784E0,2.820160828E2,2.872342110E0,1.792282224E0
6.516033246E2,4.544690684E1,-7.378229566E1,1.750426330E1,7.593430996E0,2.824921265E2,2.871327162E0,1.765477300E0
6.526033216E2,4.544692263E1,-7.378240056E1,1.792248366E1,9.003095627E0,2.830209961E2,3.012423038E0,1.764181495E0
6.536033646E2,4.544694311E1,-7.378252428E1,1.813755578E1,1.033384323E1,2.837348633E2,3.196520329E0,1.770581841E0
6.546033776E2,4.544696735E1,-7.378265874E1,1.845849688E1,1.023500729E1,2.851727905E2,3.082421780E0,1.809390426E0
6.556033996E2,4.544699116E1,-7.378279659E1,1.919308597E1,1.042684841E1,2.872716980E2,3.059690475E0,1.801728249E0
6.566033916E2,4.544702375E1,-7.378293814E1,1.936367954E1,1.106255054E1,2.898667297E2,2.902909756E0,1.786801696E0
6.576034026E2,4.544706095E1,-7.378307936E1,1.928055635E1,1.158480740E1,2.919037781E2,2.897174835E0,1.770343304E0
6.586034306E2,4.544710534E1,-7.378322155E1,1.882166197E1,1.204479122E1,2.929654236E2,2.934779167E0,1.740191460E0
6.596034166E2,4.544715179E1,-7.378337298E1,1.843114960E1,1.248892879E1,2.933441467E2,2.983919382E0,1.731103539E0
6.606035196E2,4.544719808E1,-7.378352576E1,1.782883322E1,1.243646145E1,2.935119934E2,2.931442261E0,1.719133019E0
6.616034406E2,4.544724337E1,-7.378367196E1,1.754936447E1,1.232133484E1,2.936605530E2,2.929457426E0,1.710980296E0
6.626034556E2,4.544728852E1,-7.378381405E1,1.694194286E1,1.230083084E1,2.939852905E2,2.923350334E0,1.708035231E0
6.636034956E2,4.544733529E1,-7.378395443E1,1.627415177E1,1.220732880E1,2.952134705E2,2.907722950E0,1.703195453E0
6.646034786E2,4.544738473E1,-7.378409309E1,1.573543171E1,1.209526253E1,2.973391418E2,2.917200089E0,1.695788026E0
6.656035346E2,4.544743896E1,-7.378422549E1,1.538485289E1,1.180113411E1,3.013569946E2,2.801804781E0,1.696483970E0
6.666035086E2,4.544749734E1,-7.378434548E1,1.529766566E1,1.138714981E1,3.043227844E2,2.790235043E0,1.689146638E0
6.676036456E2,4.544755790E1,-7.378446149E1,1.552694112E1,1.137353802E1,3.035816040E2,2.763076305E0,1.685231328E0
6.686035976E2,4.544761392E1,-7.378457938E1,1.564993976E1,1.137639618E1,3.000252075E2,2.776265383E0,1.680370927E0
6.696035556E2,4.544766294E1,-7.378471125E1,1.577654662E1,1.158994961E1,2.959205322E2,2.918463945E0,1.701154709E0
6.706036386E2,4.544770840E1,-7.378485077E1,1.531886435E1,1.189461708E1,2.929508057E2,3.012524843E0,1.728346586E0
6.716035946E2,4.544774755E1,-7.378499455E1,1.520869540E1,1.204556942E1,2.909536743E2,3.245559692E0,1.766200662E0
6.726035946E2,4.544778472E1,-7.378514122E1,1.514293324E1,1.210557652E1,2.906803589E2,3.505167484E0,1.816283345E0
6.736036036E2,4.544782220E1,-7.378528873E1,1.518420305E1,1.219909668E1,2.906193237E2,3.617443562E0,1.865508795E0
6.746036136E2,4.544786106E1,-7.378543195E1,1.478706332E1,1.220002270E1,2.900112000E2,3.606444359E0,1.865064502E0
6.756036316E2,4.544789815E1,-7.378557780E1,1.487622934E1,1.222203541E1,2.893846436E2,3.622180223E0,1.892597318E0
6.766036426E2,4.544793380E1,-7.378572183E1,1.535235646E1,1.191779709E1,2.888489685E2,3.373584509E0,1.893734574E0
6.776036646E2,4.544796757E1,-7.378586218E1,1.569737173E1,1.144044113E1,2.885560303E2,3.329976559E0,1.903638601E0
6.786036646E2,4.544799897E1,-7.378600022E1,1.575324754E1,1.116313839E1,2.887913818E2,3.225790977E0,1.869600654E0
6.796036836E2,4.544802973E1,-7.378613460E1,1.598327764E1,1.103875065E1,2.891125183E2,3.161721468E0,1.842331409E0
6.806037606E2,4.544805939E1,-7.378626599E1,1.630176131E1,1.081516361E1,2.884531250E2,2.937317371E0,1.827884078E0
6.816037166E2,4.544808462E1,-7.378639625E1,1.680371990E1,1.072539616E1,2.847208252E2,2.822701454E0,1.824290991E0
6.826037376E2,4.544810256E1,-7.378652896E1,1.735068770E1,1.072436523E1,2.790179138E2,2.767253399E0,1.783549547E0
6.836037636E2,4.544810848E1,-7.378666607E1,1.802104131E1,1.080486584E1,2.702878113E2,2.784890652E0,1.747893453E0
6.846037636E2,4.544809798E1,-7.378680674E1,1.882132416E1,1.106402016E1,2.613518066E2,2.819247007E0,1.721223235E0
6.856037576E2,4.544807044E1,-7.378695047E1,1.923895128E1,1.139258575E1,2.520274811E2,3.076986313E0,1.722427368E0
6.866038316E2,4.544802881E1,-7.378708888E1,1.971310838E1,1.154590321E1,2.453126068E2,3.165556908E0,1.742345929E0
6.876038096E2,4.544798299E1,-7.378722286E1,1.997346517E1,1.121884823E1,2.445697937E2,3.261693001E0,1.760278463E0
6.886038076E2,4.544794093E1,-7.378735044E1,2.007434318E1,1.067704582E1,2.478526459E2,3.268800974E0,1.775323629E0
6.896038416E2,4.544790936E1,-7.378747376E1,1.998848464E1,1.004821491E1,2.556350250E2,3.334536552E0,1.797493219E0
6.906038296E2,4.544789315E1,-7.378759376E1,1.992013831E1,9.439595222E0,2.629639587E2,3.218065023E0,1.792376757E0
6.916038626E2,4.544789418E1,-7.378770496E1,2.003511350E1,8.676835060E0,2.704676819E2,3.169914246E0,1.789883852E0
6.926038526E2,4.544790561E1,-7.378780615E1,1.979262158E1,7.892815113E0,2.775062256E2,3.174771786E0,1.787352204E0
6.936038686E2,4.544792346E1,-7.378789734E1,1.937343272E1,6.889005661E0,2.828258362E2,3.234464407E0,1.808010817E0
6.946038846E2,4.544793803E1,-7.378796993E1,1.903709504E1,5.014416218E0,2.854669800E2,3.379391670E0,1.825056553E0
6.956039016E2,4.544794844E1,-7.378801460E1,1.932856729E1,3.396402359E0,2.865462036E2,3.318711281E0,1.807872295E0
6.966039216E2,4.544795464E1,-7.378803706E1,1.969432685E1,2.311616898E0,2.871652832E2,3.150855541E0,1.792115927E0
6.976039126E2,4.544796143E1,-7.378805839E1,1.961847352E1,2.476820707E0,2.874244690E2,3.224662781E0,1.791041136E0
6.986039256E2,4.544797194E1,-7.378808518E1,1.953866760E1,3.930405617E0,2.875513306E2,3.206111431E0,1.805400372E0
6.996039586E2,4.544798491E1,-7.378814172E1,1.922815193E1,5.809710979E0,2.876434326E2,3.275289059E0,1.821146727E0
7.006039666E2,4.544799992E1,-7.378821724E1,1.942738158E1,6.052411556E0,2.871558533E2,3.407780886E0,1.831076145E0
7.016040426E2,4.544801447E1,-7.378829394E1,1.931657525E1,6.489717484E0,2.867973633E2,3.351694584E0,1.840636611E0
7.026040066E2,4.544803155E1,-7.378838724E1,1.939399137E1,8.173745155E0,2.868384094E2,3.411723137E0,1.864375472E0
7.036040546E2,4.544805349E1,-7.378849815E1,1.943424177E1,9.598802567E0,2.865798950E2,3.404299259E0,1.879625082E0
7.046040146E2,4.544807878E1,-7.378862810E1,1.946477986E1,1.050845528E1,2.864469910E2,3.556499958E0,1.891859889E0
7.056040206E2,4.544810576E1,-7.378876850E1,1.949861719E1,1.122218895E1,2.860016479E2,3.431541920E0,1.904160023E0
7.066040546E2,4.544813402E1,-7.378891347E1,1.960754071E1,1.132578754E1,2.855313416E2,3.439190388E0,1.914109468E0
7.076041146E2,4.544816057E1,-7.378905601E1,2.011941600E1,1.133657742E1,2.851275940E2,3.428733587E0,1.922297597E0
7.086040676E2,4.544818898E1,-7.378920092E1,2.047121935E1,1.143557358E1,2.847341309E2,3.427126408E0,1.932885766E0
7.096040886E2,4.544821766E1,-7.378934518E1,2.067516774E1,1.108650303E1,2.828709106E2,3.392845154E0,1.935275078E0
7.106040886E2,4.544823927E1,-7.378948639E1,2.088374456E1,1.096720028E1,2.799374390E2,3.413661957E0,1.945626736E0
7.116041356E2,4.544825548E1,-7.378962651E1,2.081421374E1,1.095622063E1,2.767508850E2,3.287429333E0,1.924849629E0
7.126041186E2,4.544826210E1,-7.378976800E1,2.085744197E1,1.103409481E1,2.743405457E2,3.251209259E0,1.886728048E0
7.136041336E2,4.544826848E1,-7.378990998E1,2.070096938E1,1.094836617E1,2.733522339E2,3.185925007E0,1.869963884E0
7.146041576E2,4.544827602E1,-7.379004826E1,2.061628131E1,1.074625969E1,2.759739075E2,3.293084621E0,1.876123667E0
7.156041756E2,4.544829134E1,-7.379018682E1,2.011472091E1,1.073658848E1,2.807000427E2,3.376326799E0,1.891768694E0
7.166042356E2,4.544831447E1,-7.379032321E1,1.991636619E1,1.071733475E1,2.838320312E2,3.438425303E0,1.910960674E0
7.176042056E2,4.544833984E1,-7.379045797E1,1.952183001E1,1.064549732E1,2.818168640E2,3.483347893E0,1.922069192E0
7.186041976E2,4.544835699E1,-7.379059518E1,1.919673001E1,1.064506626E1,2.763184814E2,3.471729040E0,1.956382632E0
7.196042126E2,4.544836032E1,-7.379073540E1,1.878167672E1,1.075819683E1,2.689754028E2,3.426069260E0,1.987131715E0
7.206042206E2,4.544835701E1,-7.379087882E1,1.791125845E1,1.098811913E1,2.652068176E2,3.340898514E0,1.947572351E0
7.216042386E2,4.544834439E1,-7.379101968E1,1.771009927E1,1.115694714E1,2.646452332E2,3.102955818E0,1.864407063E0
7.226042566E2,4.544833043E1,-7.379116245E1,1.781465402E1,1.140560436E1,2.647887878E2,3.025678635E0,1.814470768E0
7.236042696E2,4.544832106E1,-7.379130541E1,1.775180536E1,1.165039635E1,2.650999451E2,2.896243811E0,1.779645681E0
7.246042946E2,4.544831445E1,-7.379145261E1,1.768919265E1,1.195452976E1,2.664049988E2,2.824968815E0,1.758160114E0
7.256042926E2,4.544830878E1,-7.379160698E1,1.747168680E1,1.225775623E1,2.678271179E2,2.901086807E0,1.745249271E0
7.266043266E2,4.544830519E1,-7.379176544E1,1.747186838E1,1.242556190E1,2.688809814E2,3.200589895E0,1.755203843E0
7.276043316E2,4.544830440E1,-7.379192533E1,1.756390331E1,1.246250153E1,2.702467651E2,3.283701181E0,1.774133325E0
7.286043276E2,4.544830509E1,-7.379208445E1,1.770712284E1,1.220419025E1,2.711671753E2,3.285134315E0,1.789246440E0
7.296043576E2,4.544830700E1,-7.379223983E1,1.760564045E1,1.204417324E1,2.712377625E2,3.194122314E0,1.806115985E0
7.306043676E2,4.544830934E1,-7.379239328E1,1.771022890E1,1.201895618E1,2.716999512E2,3.228744984E0,1.822353601E0
7.316043776E2,4.544831503E1,-7.379254839E1,1.746164881E1,1.211963463E1,2.723324280E2,3.166127682E0,1.824513555E0
7.326043896E2,4.544832008E1,-7.379270352E1,1.733380270E1,1.201424122E1,2.729085999E2,3.128651619E0,1.826681733E0
7.336044036E2,4.544832685E1,-7.379285532E1,1.723808201E1,1.184194946E1,2.739543762E2,3.122257233E0,1.830716729E0
7.346044526E2,4.544833486E1,-7.379300624E1,1.731525426E1,1.170833397E1,2.751370239E2,3.200060844E0,1.838042855E0
7.356044746E2,4.544834550E1,-7.379315406E1,1.759775686E1,1.153234482E1,2.762279358E2,3.211504698E0,1.837212205E0
7.366044506E2,4.544835777E1,-7.379329774E1,1.771541865E1,1.130873585E1,2.759351501E2,3.131148815E0,1.810708642E0
7.376044546E2,4.544836709E1,-7.379343821E1,1.809515508E1,1.106227398E1,2.731712646E2,3.016342640E0,1.791085362E0
7.386044716E2,4.544837020E1,-7.379357478E1,1.858486890E1,1.055870342E1,2.678121643E2,2.989974022E0,1.781320453E0
7.396044836E2,4.544836350E1,-7.379370535E1,1.889806307E1,1.051005363E1,2.615867004E2,2.909356594E0,1.757719159E0
7.406044906E2,4.544834421E1,-7.379383904E1,1.922872956E1,1.072177696E1,2.550712738E2,2.827289104E0,1.731799603E0
7.416045216E2,4.544830968E1,-7.379397576E1,1.952909186E1,1.087884521E1,2.479097748E2,2.896366119E0,1.721637726E0
7.426045366E2,4.544826169E1,-7.379410376E1,1.994595867E1,1.084612083E1,2.416484375E2,2.964203358E0,1.693402171E0
7.436045296E2,4.544820704E1,-7.379422358E1,2.023025539E1,1.091363525E1,2.376497192E2,3.197778225E0,1.707383275E0
7.446045546E2,4.544814850E1,-7.379433665E1,2.023633813E1,1.095465183E1,2.345693817E2,3.283664703E0,1.726898909E0
7.456045536E2,4.544808761E1,-7.379444552E1,2.035865462E1,1.068583298E1,2.327950439E2,3.275044441E0,1.742062092E0
7.466046096E2,4.544802833E1,-7.379455279E1,2.055663784E1,1.050270844E1,2.332129211E2,3.300143719E0,1.776097536E0
7.476045846E2,4.544797064E1,-7.379466035E1,2.027622701E1,1.031311703E1,2.359347992E2,3.416783333E0,1.791705966E0
7.486046546E2,4.544792044E1,-7.379476785E1,1.991398296E1,1.032759094E1,2.401250153E2,3.282213449E0,1.796769023E0
7.496046166E2,4.544787744E1,-7.379488323E1,1.959323490E1,1.067811012E1,2.455496368E2,3.226769447E0,1.792949915E0
7.506046646E2,4.544784230E1,-7.379501251E1,1.940075383E1,1.102582264E1,2.516041565E2,3.161787987E0,1.774363995E0
7.516046456E2,4.544781484E1,-7.379515781E1,1.946103970E1,1.143320942E1,2.564856567E2,2.940626621E0,1.732359171E0
7.526046726E2,4.544779066E1,-7.379530820E1,1.925291270E1,1.156686306E1,2.573697205E2,2.900589943E0,1.701756477E0
7.536047846E2,4.544776839E1,-7.379545640E1,1.884864795E1,1.135140800E1,2.575928650E2,2.970448494E0,1.684810162E0
7.546046986E2,4.544774580E1,-7.379559968E1,1.858066654E1,1.100610542E1,2.560272217E2,2.975210667E0,1.675733924E0
7.556047256E2,4.544772065E1,-7.379573313E1,1.820067122E1,1.077113819E1,2.522843475E2,2.942226410E0,1.656426430E0
7.566047466E2,4.544768940E1,-7.379585951E1,1.801592532E1,1.066745853E1,2.486022644E2,2.917994738E0,1.643263459E0
7.576047336E2,4.544765156E1,-7.379598208E1,1.807071815E1,1.062206364E1,2.437257538E2,2.890299797E0,1.638458014E0
7.586047326E2,4.544760235E1,-7.379609778E1,1.839643872E1,1.075748062E1,2.381906738E2,2.876043797E0,1.643686652E0
7.596047606E2,4.544754487E1,-7.379620976E1,1.917331431E1,1.069887543E1,2.350704346E2,2.887080908E0,1.637451291E0
7.606047646E2,4.544748860E1,-7.379632147E1,1.989105167E1,1.054987335E1,2.351251984E2,2.966847420E0,1.654888272E0
7.616047666E2,4.544743910E1,-7.379642987E1,1.961673083E1,1.005939484E1,2.351034851E2,3.065591812E0,1.675381660E0
7.626047886E2,4.544739152E1,-7.379653033E1,1.962391927E1,9.115167618E0,2.363614197E2,3.273915052E0,1.701685071E0
7.636047956E2,4.544735360E1,-7.379661763E1,1.965468079E1,7.462759018E0,2.402407684E2,3.398044109E0,1.721897602E0
7.646048156E2,4.544732926E1,-7.379668692E1,1.975396673E1,5.501826286E0,2.442691040E2,3.408013344E0,1.735386491E0
7.656048266E2,4.544731577E1,-7.379673248E1,1.999113815E1,3.878937006E0,2.477339020E2,3.314888477E0,1.739507079E0
7.666048356E2,4.544730946E1,-7.379675473E1,2.004320159E1,2.139464140E0,2.504512787E2,3.204975843E0,1.714670181E0
7.676048486E2,4.544730866E1,-7.379675814E1,1.997303701E1,7.136637568E-1,2.514185944E2,3.144652843E0,1.675875664E0
7.686051376E2,4.544730900E1,-7.379675654E1,2.015463018E1,1.076569557E0,2.521389618E2,2.985877275E0,1.693318963E0
7.696048796E2,4.544730473E1,-7.379677413E1,2.037909481E1,2.537009954E0,2.524000092E2,2.977994442E0,1.696735024E0
7.706049076E2,4.544729646E1,-7.379681472E1,2.056468682E1,3.650969505E0,2.512453766E2,2.983639717E0,1.708794117E0
7.716049106E2,4.544728415E1,-7.379686648E1,2.050802691E1,4.353411674E0,2.487227631E2,3.146394730E0,1.709289432E0
7.726049256E2,4.544726488E1,-7.379692672E1,2.012030565E1,5.023729324E0,2.407879639E2,3.055793762E0,1.704889059E0
7.736049506E2,4.544723500E1,-7.379698005E1,1.970281125E1,4.564459801E0,2.261764832E2,2.952059269E0,1.705027103E0
7.746049676E2,4.544719933E1,-7.379701181E1,1.938650766E1,3.639936447E0,2.061420593E2,2.957720280E0,1.667171001E0
7.756049656E2,4.544716287E1,-7.379701488E1,1.922106029E1,3.490398169E0,1.859363556E2,2.968473434E0,1.652893066E0
7.766049706E2,4.544712792E1,-7.379701033E1,1.931972933E1,3.440492392E0,1.812127686E2,2.861775160E0,1.639783263E0
7.776049846E2,4.544709257E1,-7.379701257E1,1.913870724E1,3.523060799E0,1.896927032E2,2.816869259E0,1.631561399E0
7.786050016E2,4.544705956E1,-7.379702722E1,1.879341341E1,3.589723349E0,1.992120361E2,2.800777912E0,1.620404959E0
7.796050476E2,4.544702424E1,-7.379704378E1,1.875961938E1,3.762124062E0,1.937285309E2,2.831803799E0,1.614976406E0
7.806050256E2,4.544698657E1,-7.379704607E1,1.876173758E1,3.831542492E0,1.786489105E2,2.847230911E0,1.611123204E0
7.816050996E2,4.544694956E1,-7.379703651E1,1.849559470E1,3.587085962E0,1.629051819E2,2.853853941E0,1.612384677E0
7.826050906E2,4.544692207E1,-7.379700963E1,1.865983371E1,3.256973743E0,1.427069397E2,2.887307167E0,1.624016881E0
7.836050676E2,4.544690545E1,-7.379697495E1,1.884014343E1,3.074142694E0,1.259827194E2,2.874401331E0,1.632314801E0
7.846050796E2,4.544689938E1,-7.379693635E1,1.908382123E1,2.822386026E0,1.038026733E2,2.844497204E0,1.642885208E0
7.856050926E2,4.544690459E1,-7.379689957E1,1.941276712E1,2.583224058E0,8.267011261E1,2.837705374E0,1.640605927E0
7.866051096E2,4.544691751E1,-7.379687367E1,1.975153999E1,2.006125689E0,6.694318390E1,2.972570419E0,1.649636149E0
7.886051776E2,4.544693156E1,-7.379684126E1,1.973906494E1,8.071461916E-1,6.565985870E1,3.064440727E0,1.642485976E0
7.896051656E2,4.544693486E1,-7.379683507E1,2.028819772E1,1.822500229E-1,6.612000275E1,2.513925552E0,1.645536542E0
7.906052136E2,4.544693541E1,-7.379683332E1,2.019852897E1,1.112983301E-1,6.608803558E1,2.224695206E0,1.667125463E0
7.916051816E2,4.544693527E1,-7.379683377E1,2.045961358E1,9.704812616E-2,6.606656647E1,1.967249393E0,1.667237401E0
7.926052076E2,4.544693601E1,-7.379683149E1,2.016260231E1,9.559900314E-2,6.605614471E1,1.795240045E0,1.670678616E0
7.936051986E2,4.544693652E1,-7.379682988E1,2.012342476E1,1.600119402E-3,6.584397888E1,1.667725682E0,1.650349975E0
7.946052266E2,4.544693652E1,-7.379682987E1,2.019781826E1,1.355900778E-3,6.596621704E1,1.851725221E0,1.856987357E0
7.956052376E2,4.544693656E1,-7.379682976E1,2.016463280E1,1.067253528E-3,6.593302917E1,1.699418068E0,2.054355145E0
7.966052716E2,4.544693658E1,-7.379682968E1,2.017288877E1,4.660543927E-4,6.590946960E1,1.564582825E0,2.236105442E0
7.976053176E2,4.544693658E1,-7.379682967E1,2.018364710E1,3.512627736E-4,6.595957947E1,1.466302276E0,2.402914762E0
